customer_id,age,gender,city,customer_type
245,32,Male,Hyderabad,Discount Hunter
246,33,Female,Hyderabad,Discount Hunter
247,29,Male,Pune,Trend Shopper
248,30,Male,Delhi,Trend Shopper
249,33,Male,Hyderabad,Premium Shopper
250,25,Female,Lucknow,Premium Shopper
251,22,Female,Delhi,Premium Shopper
252,32,Female,Lucknow,Premium Shopper
253,22,Female,Pune,Premium Shopper
254,31,Female,Hyderabad,Casual Shopper
255,35,Male,Ahmedabad,Premium Shopper
256,23,Male,Jaipur,Premium Shopper
257,28,Female,Jaipur,Trend Shopper
258,22,Female,Kolkata,Premium Shopper
259,20,Male,Delhi,Premium Shopper
260,35,Female,Jaipur,Premium Shopper
261,26,Male,Chennai,Trend Shopper
262,25,Male,Delhi,Premium Shopper
263,25,Female,Jaipur,Premium Shopper
264,31,Female,Bangalore,Trend Shopper
265,19,Male,Jaipur,Trend Shopper
266,21,Female,Ahmedabad,Casual Shopper
267,30,Male,Chennai,Discount Hunter
268,22,Male,Mumbai,Discount Hunter
269,31,Male,Delhi,Premium Shopper
270,24,Male,Jaipur,Casual Shopper
271,29,Female,Chennai,Premium Shopper
272,19,Male,Pune,Casual Shopper
273,21,Male,Mumbai,Casual Shopper
274,18,Female,Chennai,Casual Shopper
275,22,Female,Mumbai,Casual Shopper
276,24,Female,Chennai,Casual Shopper
277,18,Male,Bangalore,Casual Shopper
278,35,Male,Bangalore,Trend Shopper
279,18,Female,Delhi,Premium Shopper
280,25,Male,Delhi,Casual Shopper
281,26,Female,Bangalore,Discount Hunter
282,34,Female,Mumbai,Discount Hunter
283,32,Male,Ahmedabad,Trend Shopper
284,32,Female,Lucknow,Trend Shopper
285,34,Male,Jaipur,Trend Shopper
286,19,Male,Kolkata,Discount Hunter
287,21,Male,Jaipur,Trend Shopper
288,20,Male,Lucknow,Casual Shopper
289,20,Female,Pune,Premium Shopper
290,30,Male,Jaipur,Discount Hunter
291,21,Female,Ahmedabad,Casual Shopper
292,31,Male,Hyderabad,Discount Hunter
293,28,Male,Kolkata,Discount Hunter
294,21,Male,Kolkata,Premium Shopper
295,26,Male,Bangalore,Discount Hunter
296,20,Female,Mumbai,Trend Shopper
297,31,Female,Chennai,Casual Shopper
298,35,Female,Lucknow,Premium Shopper
299,21,Male,Chennai,Discount Hunter
300,19,Male,Lucknow,Premium Shopper
301,29,Female,Lucknow,Casual Shopper
302,22,Male,Hyderabad,Trend Shopper
303,29,Male,Mumbai,Premium Shopper
304,25,Male,Ahmedabad,Trend Shopper
305,26,Female,Bangalore,Premium Shopper
306,27,Male,Chennai,Trend Shopper
307,23,Female,Lucknow,Discount Hunter
308,20,Female,Delhi,Trend Shopper
309,34,Female,Kolkata,Discount Hunter
310,32,Male,Bangalore,Premium Shopper
311,27,Male,Lucknow,Trend Shopper
312,19,Female,Bangalore,Trend Shopper
313,20,Male,Jaipur,Discount Hunter
314,33,Male,Kolkata,Premium Shopper
315,24,Female,Chennai,Discount Hunter
316,21,Male,Lucknow,Discount Hunter
317,34,Male,Delhi,Casual Shopper
318,30,Female,Delhi,Casual Shopper
319,27,Female,Bangalore,Premium Shopper
320,27,Male,Mumbai,Trend Shopper
321,33,Male,Bangalore,Casual Shopper
322,30,Female,Ahmedabad,Premium Shopper
323,20,Male,Delhi,Discount Hunter
324,18,Male,Mumbai,Premium Shopper
325,31,Male,Kolkata,Premium Shopper
326,21,Male,Delhi,Premium Shopper
327,23,Male,Chennai,Trend Shopper
328,31,Female,Hyderabad,Discount Hunter
329,30,Female,Kolkata,Premium Shopper
330,28,Female,Chennai,Casual Shopper
331,20,Female,Ahmedabad,Casual Shopper
332,29,Male,Bangalore,Casual Shopper
333,21,Female,Pune,Casual Shopper
334,23,Female,Mumbai,Casual Shopper
335,33,Male,Lucknow,Discount Hunter
336,28,Male,Bangalore,Discount Hunter
337,20,Male,Jaipur,Premium Shopper
338,26,Female,Chennai,Trend Shopper
339,27,Male,Jaipur,Trend Shopper
340,19,Male,Pune,Trend Shopper
341,20,Male,Jaipur,Trend Shopper
342,32,Female,Chennai,Discount Hunter
343,34,Female,Delhi,Discount Hunter
344,21,Male,Mumbai,Casual Shopper
345,19,Female,Jaipur,Discount Hunter
346,34,Female,Chennai,Premium Shopper
347,27,Male,Kolkata,Premium Shopper
348,19,Male,Mumbai,Premium Shopper
349,21,Male,Pune,Premium Shopper
350,22,Male,Mumbai,Casual Shopper
351,29,Male,Kolkata,Casual Shopper
352,20,Male,Ahmedabad,Discount Hunter
353,28,Female,Ahmedabad,Trend Shopper
354,31,Male,Delhi,Premium Shopper
355,27,Female,Hyderabad,Premium Shopper
356,33,Female,Hyderabad,Casual Shopper
357,22,Female,Pune,Trend Shopper
358,34,Female,Chennai,Casual Shopper
359,30,Female,Bangalore,Casual Shopper
360,23,Male,Delhi,Discount Hunter
361,29,Female,Jaipur,Premium Shopper
362,32,Female,Ahmedabad,Casual Shopper
363,27,Male,Hyderabad,Premium Shopper
364,32,Male,Pune,Discount Hunter
365,34,Male,Bangalore,Casual Shopper
366,22,Male,Delhi,Discount Hunter
367,29,Female,Ahmedabad,Trend Shopper
368,27,Female,Bangalore,Premium Shopper
369,32,Female,Kolkata,Trend Shopper
370,25,Male,Chennai,Trend Shopper
371,31,Female,Kolkata,Premium Shopper
372,25,Male,Mumbai,Premium Shopper
373,25,Female,Chennai,Trend Shopper
374,28,Female,Bangalore,Trend Shopper
375,27,Male,Bangalore,Discount Hunter
376,32,Female,Mumbai,Trend Shopper
377,26,Female,Bangalore,Discount Hunter
378,21,Male,Hyderabad,Premium Shopper
379,21,Female,Hyderabad,Discount Hunter
380,32,Female,Mumbai,Discount Hunter
381,35,Female,Ahmedabad,Casual Shopper
382,22,Male,Kolkata,Trend Shopper
383,29,Female,Lucknow,Discount Hunter
384,23,Female,Ahmedabad,Premium Shopper
385,20,Female,Kolkata,Discount Hunter
386,19,Male,Chennai,Premium Shopper
387,18,Male,Mumbai,Premium Shopper
388,25,Female,Lucknow,Premium Shopper
389,22,Female,Chennai,Premium Shopper
390,23,Male,Jaipur,Casual Shopper
391,22,Female,Jaipur,Trend Shopper
392,27,Female,Delhi,Casual Shopper
393,19,Male,Pune,Discount Hunter
394,35,Male,Pune,Trend Shopper
395,24,Male,Chennai,Trend Shopper
396,28,Male,Mumbai,Premium Shopper
397,31,Male,Jaipur,Discount Hunter
398,28,Female,Jaipur,Discount Hunter
399,29,Male,Mumbai,Discount Hunter
400,20,Male,Lucknow,Casual Shopper
401,35,Male,Chennai,Trend Shopper
402,20,Male,Pune,Premium Shopper
403,32,Male,Bangalore,Discount Hunter
404,29,Male,Delhi,Premium Shopper
405,31,Male,Delhi,Trend Shopper
406,30,Male,Ahmedabad,Casual Shopper
407,18,Female,Lucknow,Discount Hunter
408,19,Female,Mumbai,Casual Shopper
409,29,Male,Kolkata,Trend Shopper
410,22,Male,Chennai,Premium Shopper
411,32,Female,Lucknow,Casual Shopper
412,34,Male,Kolkata,Premium Shopper
413,26,Female,Mumbai,Trend Shopper
414,23,Male,Ahmedabad,Discount Hunter
415,35,Female,Pune,Premium Shopper
416,32,Female,Lucknow,Premium Shopper
417,33,Female,Mumbai,Casual Shopper
418,20,Male,Bangalore,Discount Hunter
419,20,Male,Chennai,Trend Shopper
420,35,Male,Pune,Casual Shopper
421,23,Male,Ahmedabad,Casual Shopper
422,21,Female,Bangalore,Casual Shopper
423,33,Female,Chennai,Premium Shopper
424,32,Female,Lucknow,Trend Shopper
425,20,Male,Kolkata,Discount Hunter
426,34,Male,Kolkata,Trend Shopper
427,22,Male,Mumbai,Discount Hunter
428,32,Male,Bangalore,Casual Shopper
429,22,Male,Ahmedabad,Trend Shopper
430,21,Female,Pune,Casual Shopper
431,23,Male,Hyderabad,Premium Shopper
432,34,Male,Mumbai,Premium Shopper
433,24,Male,Bangalore,Premium Shopper
434,35,Female,Ahmedabad,Casual Shopper
435,22,Female,Lucknow,Premium Shopper
436,19,Female,Mumbai,Trend Shopper
437,26,Female,Lucknow,Discount Hunter
438,18,Male,Ahmedabad,Premium Shopper
439,27,Male,Hyderabad,Discount Hunter
440,27,Male,Mumbai,Trend Shopper
441,23,Male,Kolkata,Discount Hunter
442,32,Female,Chennai,Casual Shopper
443,28,Male,Chennai,Discount Hunter
444,22,Male,Ahmedabad,Trend Shopper
445,28,Female,Jaipur,Trend Shopper
446,26,Male,Hyderabad,Casual Shopper
447,21,Female,Pune,Discount Hunter
448,31,Female,Bangalore,Premium Shopper
449,28,Female,Bangalore,Discount Hunter
450,34,Male,Jaipur,Premium Shopper
451,33,Female,Mumbai,Discount Hunter
452,34,Male,Hyderabad,Casual Shopper
453,29,Female,Delhi,Premium Shopper
454,33,Male,Pune,Trend Shopper
455,21,Male,Bangalore,Premium Shopper
456,29,Male,Chennai,Trend Shopper
457,30,Female,Lucknow,Casual Shopper
458,29,Male,Mumbai,Discount Hunter
459,34,Male,Ahmedabad,Premium Shopper
460,21,Female,Mumbai,Discount Hunter
461,29,Male,Ahmedabad,Premium Shopper
462,22,Female,Lucknow,Discount Hunter
463,34,Female,Delhi,Trend Shopper
464,22,Male,Jaipur,Discount Hunter
465,22,Female,Chennai,Premium Shopper
466,23,Male,Lucknow,Premium Shopper
467,28,Male,Lucknow,Premium Shopper
468,33,Female,Chennai,Premium Shopper
469,21,Male,Lucknow,Premium Shopper
470,18,Male,Pune,Casual Shopper
471,19,Male,Bangalore,Discount Hunter
472,22,Female,Delhi,Trend Shopper
473,24,Female,Jaipur,Premium Shopper
474,31,Female,Kolkata,Casual Shopper
475,31,Male,Delhi,Casual Shopper
476,34,Female,Ahmedabad,Premium Shopper
477,33,Male,Chennai,Casual Shopper
478,32,Male,Ahmedabad,Premium Shopper
479,26,Male,Hyderabad,Casual Shopper
480,26,Male,Hyderabad,Premium Shopper
481,27,Female,Jaipur,Premium Shopper
482,33,Male,Ahmedabad,Premium Shopper
483,27,Female,Lucknow,Discount Hunter
484,30,Male,Bangalore,Premium Shopper
485,19,Male,Mumbai,Premium Shopper
486,32,Male,Jaipur,Casual Shopper
487,24,Male,Ahmedabad,Premium Shopper
488,22,Female,Lucknow,Casual Shopper
489,25,Female,Ahmedabad,Casual Shopper
490,25,Female,Mumbai,Discount Hunter
491,28,Male,Mumbai,Casual Shopper
492,18,Female,Kolkata,Discount Hunter
493,33,Female,Pune,Premium Shopper
494,27,Female,Mumbai,Casual Shopper
495,35,Female,Bangalore,Discount Hunter
496,23,Female,Kolkata,Discount Hunter
497,23,Male,Delhi,Trend Shopper
498,27,Female,Chennai,Premium Shopper
499,32,Male,Bangalore,Discount Hunter
500,26,Female,Mumbai,Premium Shopper
501,23,Male,Pune,Casual Shopper
502,18,Male,Pune,Casual Shopper
503,23,Male,Kolkata,Premium Shopper
504,20,Male,Mumbai,Casual Shopper
505,22,Male,Chennai,Casual Shopper
506,18,Male,Kolkata,Casual Shopper
507,32,Male,Chennai,Premium Shopper
508,18,Male,Chennai,Casual Shopper
509,19,Female,Jaipur,Premium Shopper
510,23,Male,Ahmedabad,Premium Shopper
511,21,Male,Chennai,Casual Shopper
512,25,Female,Jaipur,Casual Shopper
513,32,Male,Kolkata,Discount Hunter
514,35,Female,Hyderabad,Trend Shopper
515,34,Male,Ahmedabad,Premium Shopper
516,20,Female,Delhi,Casual Shopper
517,35,Female,Bangalore,Premium Shopper
518,34,Male,Mumbai,Casual Shopper
519,33,Female,Ahmedabad,Discount Hunter
520,19,Male,Bangalore,Discount Hunter
521,32,Female,Ahmedabad,Discount Hunter
522,27,Female,Kolkata,Premium Shopper
523,18,Female,Lucknow,Trend Shopper
524,19,Male,Chennai,Trend Shopper
525,35,Female,Mumbai,Discount Hunter
526,19,Male,Kolkata,Casual Shopper
527,22,Male,Chennai,Discount Hunter
528,32,Male,Kolkata,Trend Shopper
529,35,Female,Chennai,Trend Shopper
530,23,Male,Ahmedabad,Casual Shopper
531,25,Female,Delhi,Premium Shopper
532,32,Male,Ahmedabad,Discount Hunter
533,25,Female,Jaipur,Premium Shopper
534,22,Male,Hyderabad,Trend Shopper
535,19,Male,Lucknow,Trend Shopper
536,25,Female,Mumbai,Trend Shopper
537,19,Male,Lucknow,Trend Shopper
538,25,Female,Kolkata,Discount Hunter
539,25,Female,Delhi,Casual Shopper
540,34,Male,Hyderabad,Premium Shopper
541,28,Female,Pune,Casual Shopper
542,34,Female,Kolkata,Premium Shopper
543,26,Female,Ahmedabad,Casual Shopper
544,31,Male,Delhi,Premium Shopper
545,30,Male,Kolkata,Discount Hunter
546,22,Male,Kolkata,Casual Shopper
547,35,Male,Hyderabad,Casual Shopper
548,27,Female,Jaipur,Trend Shopper
549,35,Male,Kolkata,Casual Shopper
550,30,Female,Pune,Casual Shopper
551,28,Female,Jaipur,Premium Shopper
552,20,Female,Delhi,Premium Shopper
553,30,Female,Mumbai,Casual Shopper
554,35,Female,Jaipur,Casual Shopper
555,28,Male,Delhi,Casual Shopper
556,24,Female,Jaipur,Casual Shopper
557,24,Male,Hyderabad,Premium Shopper
558,27,Male,Jaipur,Premium Shopper
559,27,Male,Chennai,Discount Hunter
560,32,Female,Jaipur,Premium Shopper
561,24,Male,Chennai,Discount Hunter
562,19,Female,Bangalore,Trend Shopper
563,26,Male,Pune,Casual Shopper
564,24,Male,Hyderabad,Discount Hunter
565,25,Male,Ahmedabad,Premium Shopper
566,26,Male,Jaipur,Discount Hunter
567,23,Male,Bangalore,Casual Shopper
568,35,Male,Bangalore,Trend Shopper
569,34,Female,Mumbai,Trend Shopper
570,18,Male,Bangalore,Casual Shopper
571,20,Female,Delhi,Casual Shopper
572,34,Male,Chennai,Trend Shopper
573,33,Male,Delhi,Trend Shopper
574,35,Male,Delhi,Trend Shopper
575,34,Male,Ahmedabad,Premium Shopper
576,18,Male,Bangalore,Trend Shopper
577,21,Female,Hyderabad,Casual Shopper
578,34,Male,Chennai,Premium Shopper
579,30,Female,Chennai,Discount Hunter
580,32,Female,Hyderabad,Premium Shopper
581,20,Female,Mumbai,Discount Hunter
582,30,Male,Ahmedabad,Discount Hunter
583,19,Female,Bangalore,Trend Shopper
584,33,Male,Chennai,Trend Shopper
585,34,Female,Hyderabad,Casual Shopper
586,33,Male,Delhi,Trend Shopper
587,26,Female,Bangalore,Premium Shopper
588,18,Female,Lucknow,Casual Shopper
589,30,Female,Pune,Casual Shopper
590,25,Male,Ahmedabad,Premium Shopper
591,30,Female,Mumbai,Premium Shopper
592,19,Female,Kolkata,Casual Shopper
593,20,Male,Lucknow,Discount Hunter
594,28,Female,Pune,Discount Hunter
595,33,Female,Chennai,Discount Hunter
596,31,Female,Lucknow,Discount Hunter
597,20,Male,Hyderabad,Trend Shopper
598,20,Male,Bangalore,Discount Hunter
599,22,Male,Chennai,Premium Shopper
600,21,Female,Delhi,Premium Shopper
601,32,Male,Pune,Trend Shopper
602,22,Female,Bangalore,Discount Hunter
603,32,Male,Mumbai,Trend Shopper
604,20,Male,Ahmedabad,Trend Shopper
605,28,Male,Delhi,Premium Shopper
606,31,Male,Mumbai,Casual Shopper
607,34,Female,Kolkata,Casual Shopper
608,22,Male,Pune,Premium Shopper
609,33,Female,Mumbai,Casual Shopper
610,31,Male,Kolkata,Premium Shopper
611,33,Female,Chennai,Premium Shopper
612,25,Male,Lucknow,Casual Shopper
613,32,Female,Bangalore,Premium Shopper
614,18,Male,Chennai,Discount Hunter
615,28,Male,Chennai,Discount Hunter
616,22,Male,Chennai,Casual Shopper
617,33,Male,Bangalore,Discount Hunter
618,28,Male,Jaipur,Casual Shopper
619,28,Male,Pune,Discount Hunter
620,29,Female,Lucknow,Casual Shopper
621,35,Female,Ahmedabad,Trend Shopper
622,32,Female,Jaipur,Premium Shopper
623,20,Male,Jaipur,Casual Shopper
624,27,Female,Pune,Casual Shopper
625,31,Male,Mumbai,Discount Hunter
626,33,Male,Ahmedabad,Discount Hunter
627,35,Female,Chennai,Trend Shopper
628,21,Female,Chennai,Casual Shopper
629,19,Male,Chennai,Discount Hunter
630,21,Female,Mumbai,Premium Shopper
631,25,Female,Jaipur,Premium Shopper
632,30,Male,Lucknow,Casual Shopper
633,29,Female,Jaipur,Trend Shopper
634,27,Male,Mumbai,Trend Shopper
635,22,Male,Pune,Premium Shopper
636,32,Female,Ahmedabad,Discount Hunter
637,29,Male,Mumbai,Discount Hunter
638,32,Male,Mumbai,Premium Shopper
639,19,Female,Delhi,Premium Shopper
640,21,Female,Hyderabad,Casual Shopper
641,35,Female,Chennai,Discount Hunter
642,32,Female,Kolkata,Casual Shopper
643,23,Male,Kolkata,Trend Shopper
644,24,Male,Lucknow,Discount Hunter
645,30,Female,Hyderabad,Casual Shopper
646,26,Female,Lucknow,Trend Shopper
647,35,Female,Chennai,Premium Shopper
648,24,Male,Mumbai,Premium Shopper
649,33,Male,Lucknow,Discount Hunter
650,30,Female,Chennai,Premium Shopper
651,32,Female,Pune,Trend Shopper
652,22,Male,Mumbai,Casual Shopper
653,27,Female,Bangalore,Premium Shopper
654,22,Male,Kolkata,Casual Shopper
655,30,Male,Bangalore,Discount Hunter
656,35,Female,Ahmedabad,Casual Shopper
657,33,Male,Bangalore,Casual Shopper
658,28,Male,Lucknow,Trend Shopper
659,29,Female,Jaipur,Casual Shopper
660,24,Male,Ahmedabad,Discount Hunter
661,31,Male,Kolkata,Discount Hunter
662,33,Female,Mumbai,Trend Shopper
663,25,Male,Delhi,Premium Shopper
664,25,Male,Bangalore,Discount Hunter
665,33,Female,Lucknow,Trend Shopper
666,26,Male,Ahmedabad,Trend Shopper
667,32,Female,Kolkata,Trend Shopper
